ID;Data;Categoria;Adempimento;Titolo;Apparato;Supervisore;Controllore;Addetto;Stato;Costi;Tempi
298;01/12/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - ISMILE FIANO S.R.L.;ISMILE FIANO S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
297;01/12/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SANTUCCI VINCENZO;SANTUCCI VINCENZO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
296;01/12/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SANTUCCI VINCENZO;SANTUCCI VINCENZO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
295;01/12/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - LOGHI STEFANO;LOGHI STEFANO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
294;01/12/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - LOGHI STEFANO;LOGHI STEFANO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
293;01/03/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS PRIMAVERA;DST MEDICAL SRL - OIS PRIMAVERA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
292;01/03/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS PRIMAVERA;DST MEDICAL SRL - OIS PRIMAVERA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
291;01/02/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS SAN PAOLO;DST MEDICAL SRL - OIS SAN PAOLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ma scaduto;;
290;01/02/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS SAN PAOLO;DST MEDICAL SRL - OIS SAN PAOLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
289;01/03/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS OSTIA;DST MEDICAL SRL - OIS OSTIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
288;01/03/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS OSTIA;DST MEDICAL SRL - OIS OSTIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
287;01/02/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS CORNELIA;DST MEDICAL SRL - OIS CORNELIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ma scaduto;;
286;01/02/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DST MEDICAL SRL - OIS CORNELIA;DST MEDICAL SRL - OIS CORNELIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
284;01/02/2025;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - RETE ROMA SALUS;RETE ROMANA SALUS - OIS MEDICAL CENTER;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
283;01/06/2027;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - STUDIO BARBERINI STP A R.L.;STUDIO BARBERINI STP A R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
282;01/06/2025;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - STUDIO BARBERINI STP A R.L.;STUDIO BARBERINI STP A R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
281;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIFUNI ELISABETTA;GIFUNI ELISABETTA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
280;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIFUNI ELISABETTA;GIFUNI ELISABETTA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
279;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIRELLI MANUELA;GIRELLI MANUELA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
278;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIRELLI MANUELA;GIRELLI MANUELA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
277;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - A.B.C. ADULTI E BAMBINI CON CARDIOPATIE ASSOCIAZIONE ODV;ABC ADULTI E BAMBINI CON CARDIOPATIE ASSOCIAZIONE ODV (ARIODANTE PAOLA);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
276;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - A.B.C. ADULTI E BAMBINI CON CARDIOPATIE ASSOCIAZIONE ODV;ABC ADULTI E BAMBINI CON CARDIOPATIE ASSOCIAZIONE ODV (ARIODANTE PAOLA);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
275;01/03/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifica ANNUALE legionella;Verifica ANNUALE legionella - PIRAS SILVESTRO;PIRAS SILVESTRO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
274;01/03/2025;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifica ANNUALE legionella;Verifica ANNUALE legionella - PIRAS SILVESTRO;PIRAS SILVESTRO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
273;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - CAPORASO DANIELE;CAPORASO DANIELE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
272;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - CAPORASO DANIELE;CAPORASO DANIELE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
271;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - STUDIO SPECIALISTICO DR.FABIO TREBBI;STUDIO SPECIALISTICO DR.FABIO TREBBI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
270;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - STUDIO SPECIALISTICO DR.FABIO TREBBI;STUDIO SPECIALISTICO DR.FABIO TREBBI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
269;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PERSIA GIANCARLO;PERSIA GIANCARLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
268;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PERSIA GIANCARLO;PERSIA GIANCARLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
265;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DELL'AQUILA DANIELA;DELL'AQUILA DANIELA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
264;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DELL'AQUILA DANIELA;DELL'AQUILA DANIELA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
263;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASSARELLI PAOLO - ROMA;PASSARELLI PAOLO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
262;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASSARELLI PAOLO - ROMA;PASSARELLI PAOLO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
261;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASSARELLI PAOLO - ARSOLI;PASSARELLI PAOLO - ARSOLI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
260;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASSARELLI PAOLO - ARSOLI;PASSARELLI PAOLO - ARSOLI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
249;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ODONTOCOOP SRL - SESTO SAN GIOVANNI;ODONTOCOOP SRL - SESTO SAN GIOVANNI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
248;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ODONTOCOOP SRL - SESTO SAN GIOVANNI;ODONTOCOOP SRL - SESTO SAN GIOVANNI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
245;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ODONTOCOOP SRL - PIOLTELLO;ODONTOCOOP SRL - PIOLTELLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
244;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ODONTOCOOP SRL - PIOLTELLO;ODONTOCOOP SRL - PIOLTELLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
239;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - WHITECROSS SRL;WHITE CROSS SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
238;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - WHITECROSS SRL;WHITE CROSS SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
237;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ARMONIA MED S.R.L.S. (SVOLACCHIA);ARMONIA MED S.R.L.S. (SVOLACCHIA);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
236;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ARMONIA MED S.R.L.S. (SVOLACCHIA);ARMONIA MED S.R.L.S. (SVOLACCHIA);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
235;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - SORRIDENTI S.R.L.;SORRIDENTI S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
234;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - SORRIDENTI S.R.L.;SORRIDENTI S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
233;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - MEDICAL PROJECT;MEDICAL PROJECT;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
232;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - MEDICAL PROJECT;MEDICAL PROJECT;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
231;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GENTILE NICOLINO;GENTILE NICOLINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
230;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GENTILE NICOLINO;GENTILE NICOLINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
227;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DURASTANTE SANTE;DURASTANTE SANTE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
226;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DURASTANTE SANTE;DURASTANTE SANTE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
225;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ASS. MEDICA ODONTOIATRICA DOTT. MARCELLO E RICCARDO ROSSI;ASS. MEDICA ODONTOIATRICA DOTT. MARCELLO E RICCARDO ROSSI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
224;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ASS. MEDICA ODONTOIATRICA DOTT. MARCELLO E RICCARDO ROSSI;ASS. MEDICA ODONTOIATRICA DOTT. MARCELLO E RICCARDO ROSSI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
221;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - STUDIO AEFFE SRL;STUDIO AEFFE SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
220;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - STUDIO AEFFE SRL;STUDIO AEFFE SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
219;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ALTIERI VINCENZO - MARINO;ALTIERI VINCENZO - MARINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
218;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ALTIERI VINCENZO - MARINO;ALTIERI VINCENZO - MARINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
217;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PISTILLI ROBERTO;PISTILLI ROBERTO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
216;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PISTILLI ROBERTO;PISTILLI ROBERTO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
215;01/03/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - BRILLI MASSIMO;BRILLI MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
214;01/03/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - BRILLI MASSIMO;BRILLI MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
211;01/03/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifica ANNUALE legionella;Verifica ANNUALE legionella - ODONTOIATRICA URCIUOLO SRL;ODONTOIATRICA URCIUOLO SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
210;01/03/2025;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifica ANNUALE legionella;Verifica ANNUALE legionella - ODONTOIATRICA URCIUOLO SRL;ODONTOIATRICA URCIUOLO SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
209;01/01/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - ANGELICO FISIO MEDICA;ANGELICO FISIO MEDICA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ma scaduto;;
208;01/01/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - ANGELICO FISIO MEDICA;ANGELICO FISIO MEDICA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
207;01/06/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - BE SMILE SRL;BE SMILE SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
206;01/06/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - BE SMILE SRL;BE SMILE SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
203;01/12/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SICA CLAUDIA;SICA CLAUDIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
202;01/12/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SICA CLAUDIA;SICA CLAUDIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
201;01/06/2026;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SORRIDENTI S.R.L.;SORRIDENTI S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
200;01/06/2024;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - SORRIDENTI S.R.L.;SORRIDENTI S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
199;01/05/2025;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DURASTANTE SANTE;DURASTANTE SANTE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
198;01/05/2023;SICUREZZA/ALTRE VERIFICHE PERIODICHE;Verifiche periodiche di sicurezza macchine e attrezzature;Verifiche periodiche di sicurezza macchine e attrezzature - DURASTANTE SANTE;DURASTANTE SANTE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
197;01/03/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - VISION OTTICA;VISION OTTICA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
196;01/03/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - VISION OTTICA;VISION OTTICA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
181;01/03/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MEDICAL PROJECT;MEDICAL PROJECT;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
180;01/03/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MEDICAL PROJECT;MEDICAL PROJECT;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
169;01/03/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - GIORGIO CASSABGI;GIORGIO CASSABGI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;avviato ed in scadenza;;
168;01/03/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - GIORGIO CASSABGI;GIORGIO CASSABGI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
167;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - CACCIATOE FRANCESCO;CACCIATORE FRANCESCO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
166;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - CACCIATOE FRANCESCO;CACCIATORE FRANCESCO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
165;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DI CONGILIO MAURIZIO;DI CONGILIO MAURIZIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
164;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - DI CONGILIO MAURIZIO;DI CONGILIO MAURIZIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
163;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ZULLINO GIUSEPPE;ZULLINO GIUSEPPE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
162;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - ZULLINO GIUSEPPE;ZULLINO GIUSEPPE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
161;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - SALVI GABRIELE;SALVI GABRIELE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
160;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - SALVI GABRIELE;SALVI GABRIELE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
159;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASQUANTONIO GUIDO;PASQUANTONIO GUIDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
158;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - PASQUANTONIO GUIDO;PASQUANTONIO GUIDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
157;01/04/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIULIDENT S.R.L.;GIULIDENT S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
156;01/04/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - GIULIDENT S.R.L.;GIULIDENT S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
